match_stats_id,match_id,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced
2014-580-1-w,2014-580-1,5,1,26,16,14,6,5,0,0
2014-580-2-w,2014-580-2,6,9,147,79,55,36,19,5,9
2014-580-3-w,2014-580-3,16,12,148,74,54,43,21,10,12
2014-580-4-w,2014-580-4,10,5,78,51,44,17,15,0,0
2014-580-5-w,2014-580-5,17,5,176,103,72,40,29,6,13
2014-580-6-w,2014-580-6,0,5,106,77,58,16,16,3,4
2014-580-7-w,2014-580-7,7,7,132,80,53,30,21,4,8
2014-580-8-w,2014-580-8,6,5,143,96,69,26,23,6,9
2014-580-9-w,2014-580-9,21,7,101,65,56,17,18,3,6
2014-580-10-w,2014-580-10,8,4,120,78,59,24,17,5,6
2014-580-11-w,2014-580-11,9,5,76,47,33,11,12,4,7
2014-580-12-w,2014-580-12,14,4,108,62,55,30,20,0,0
2014-580-13-w,2014-580-13,24,6,106,60,54,22,16,3,4
2014-580-14-w,2014-580-14,34,13,123,69,63,22,21,4,7
2014-580-15-w,2014-580-15,1,1,61,50,37,7,11,1,2
2014-580-16-w,2014-580-16,16,3,115,73,61,24,21,1,2
2014-580-17-w,2014-580-17,11,2,59,41,33,11,11,0,0
2014-580-18-w,2014-580-18,18,9,166,96,64,33,25,13,20
2014-580-19-w,2014-580-19,9,6,73,46,39,19,14,2,2
2014-580-20-w,2014-580-20,12,2,95,62,50,18,16,5,7
2014-580-21-w,2014-580-21,4,2,71,33,25,21,13,1,5
2014-580-22-w,2014-580-22,15,0,89,61,48,17,16,2,4
2014-580-23-w,2014-580-23,6,8,102,69,57,13,15,8,8
2014-580-24-w,2014-580-24,9,2,58,32,27,21,11,3,3
2014-580-25-w,2014-580-25,15,1,82,51,37,23,15,1,2
2014-580-26-w,2014-580-26,8,6,99,53,40,23,16,4,8
2014-580-27-w,2014-580-27,22,4,120,70,58,29,23,1,3
2014-580-28-w,2014-580-28,32,17,257,143,114,57,35,23,25
2014-580-29-w,2014-580-29,20,6,115,70,59,24,19,4,5
2014-580-30-w,2014-580-30,5,4,114,66,49,24,18,3,6
2014-580-31-w,2014-580-31,10,6,103,65,43,22,16,7,11
2014-580-32-w,2014-580-32,11,5,78,45,40,19,14,1,1
2014-580-33-w,2014-580-33,8,0,71,47,39,19,14,2,2
2014-580-34-w,2014-580-34,19,13,133,84,63,20,18,11,13
2014-580-35-w,2014-580-35,4,3,68,36,31,19,12,1,2
2014-580-36-w,2014-580-36,8,2,100,83,68,12,17,2,3
2014-580-37-w,2014-580-37,21,9,146,92,76,28,25,4,6
2014-580-38-w,2014-580-38,20,3,137,76,60,31,21,5,8
2014-580-39-w,2014-580-39,6,6,168,109,67,32,21,9,13
2014-580-40-w,2014-580-40,7,3,60,35,27,11,9,1,2
2014-580-41-w,2014-580-41,5,2,86,59,39,17,13,3,5
2014-580-42-w,2014-580-42,6,1,83,49,37,21,14,2,3
2014-580-43-w,2014-580-43,2,1,90,66,40,15,14,4,7
2014-580-44-w,2014-580-44,17,11,162,104,74,27,21,7,10
2014-580-45-w,2014-580-45,9,3,88,58,46,16,14,5,5
2014-580-46-w,2014-580-46,8,4,91,53,42,23,16,2,3
2014-580-47-w,2014-580-47,3,3,140,81,52,37,23,2,6
2014-580-48-w,2014-580-48,2,6,83,44,28,21,15,2,7
2014-580-49-w,2014-580-49,4,1,35,22,20,6,7,1,2
2014-580-50-w,2014-580-50,4,2,123,74,50,23,18,10,14
2014-580-51-w,2014-580-51,7,7,132,89,58,23,23,9,15
2014-580-52-w,2014-580-52,6,4,75,50,45,13,14,2,2
2014-580-53-w,2014-580-53,13,0,144,82,62,43,26,4,7
2014-580-54-w,2014-580-54,16,4,131,87,62,24,22,1,5
2014-580-55-w,2014-580-55,6,4,135,104,76,11,23,8,14
2014-580-56-w,2014-580-56,12,0,85,58,43,13,15,4,7
2014-580-57-w,2014-580-57,3,4,55,27,19,14,8,4,6
2014-580-58-w,2014-580-58,2,5,176,103,66,34,26,8,17
2014-580-59-w,2014-580-59,24,4,117,74,60,22,19,5,7
2014-580-60-w,2014-580-60,17,11,144,76,59,32,19,9,12
2014-580-61-w,2014-580-61,8,6,99,52,39,24,13,6,7
2014-580-62-w,2014-580-62,9,1,105,80,56,16,16,8,9
2014-580-63-w,2014-580-63,13,1,54,33,31,13,11,0,0
2014-580-64-w,2014-580-64,9,0,79,54,45,17,15,2,3
2014-580-65-w,2014-580-65,7,1,74,56,46,10,13,3,3
2014-580-66-w,2014-580-66,13,3,91,56,47,23,16,0,1
2014-580-67-w,2014-580-67,6,15,177,106,71,30,25,12,18
2014-580-68-w,2014-580-68,5,3,81,52,43,15,13,4,5
2014-580-69-w,2014-580-69,27,3,104,67,57,23,16,5,5
2014-580-70-w,2014-580-70,15,7,96,58,50,17,15,2,4
2014-580-71-w,2014-580-71,32,5,161,82,69,46,25,8,10
2014-580-72-w,2014-580-72,12,6,166,116,89,22,27,13,17
2014-580-73-w,2014-580-73,5,5,75,44,35,17,14,1,4
2014-580-74-w,2014-580-74,8,3,97,60,45,23,16,2,4
2014-580-75-w,2014-580-75,12,8,124,71,55,31,20,5,7
2014-580-76-w,2014-580-76,16,5,116,67,49,34,21,1,4
2014-580-77-w,2014-580-77,13,6,92,59,51,18,16,3,4
2014-580-78-w,2014-580-78,7,8,180,89,65,41,25,8,15
2014-580-79-w,2014-580-79,2,4,143,98,63,25,24,4,10
2014-580-80-w,2014-580-80,11,0,76,58,45,9,13,1,2
2014-580-81-w,2014-580-81,5,4,66,42,37,15,13,0,0
2014-580-82-w,2014-580-82,7,6,94,48,36,26,16,4,7
2014-580-83-w,2014-580-83,15,5,80,51,43,18,15,2,2
2014-580-84-w,2014-580-84,11,2,122,70,49,28,19,9,13
2014-580-85-w,2014-580-85,18,2,127,76,58,34,23,4,7
2014-580-86-w,2014-580-86,15,5,159,107,76,25,22,8,11
2014-580-87-w,2014-580-87,22,10,160,95,74,30,24,8,12
2014-580-88-w,2014-580-88,0,3,118,81,56,18,19,5,10
2014-580-89-w,2014-580-89,9,4,124,68,57,31,20,5,7
2014-580-90-w,2014-580-90,14,3,128,77,59,31,20,8,11
2014-580-91-w,2014-580-91,17,2,142,81,61,38,21,10,11
2014-580-92-w,2014-580-92,9,5,100,57,40,22,16,1,5
2014-580-93-w,2014-580-93,9,12,146,88,66,26,19,14,16
2014-580-94-w,2014-580-94,19,4,71,51,45,11,14,2,3
2014-580-95-w,2014-580-95,14,1,118,66,48,35,20,7,10
2014-580-96-w,2014-580-96,12,2,67,44,36,17,13,0,0
2014-580-97-w,2014-580-97,2,0,79,52,38,20,12,6,6
2014-580-98-w,2014-580-98,3,1,76,41,29,21,12,3,4
2014-580-99-w,2014-580-99,15,5,110,67,56,32,20,2,3
2014-580-100-w,2014-580-100,4,1,78,65,46,7,13,5,7
2014-580-101-w,2014-580-101,6,2,91,58,50,16,15,0,1
2014-580-102-w,2014-580-102,7,5,87,63,54,11,14,3,3
2014-580-103-w,2014-580-103,17,0,92,60,48,21,15,3,3
2014-580-104-w,2014-580-104,6,1,73,45,39,16,13,5,5
2014-580-105-w,2014-580-105,13,1,72,41,37,19,13,2,2
2014-580-106-w,2014-580-106,27,6,151,101,77,26,26,4,7
2014-580-107-w,2014-580-107,17,0,68,45,41,16,14,1,1
2014-580-108-w,2014-580-108,2,1,87,63,44,17,14,2,3
2014-580-109-w,2014-580-109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-580-110-w,2014-580-110,16,3,139,90,70,21,21,6,9
2014-580-111-w,2014-580-111,9,3,91,54,40,27,16,3,4
2014-580-112-w,2014-580-112,6,1,78,48,37,21,15,0,1
2014-580-113-w,2014-580-113,12,1,124,88,67,14,18,6,10
2014-580-114-w,2014-580-114,11,3,112,67,57,21,18,4,5
2014-580-115-w,2014-580-115,7,3,126,77,58,26,18,5,6
2014-580-116-w,2014-580-116,7,1,84,48,42,25,16,1,1
2014-580-117-w,2014-580-117,7,3,71,37,33,21,13,0,0
2014-580-118-w,2014-580-118,3,1,118,76,56,23,19,8,11
2014-580-119-w,2014-580-119,14,3,107,62,54,24,17,3,4
2014-580-120-w,2014-580-120,8,2,60,43,38,12,12,0,0
2014-580-121-w,2014-580-121,3,7,124,91,66,22,20,3,6
2014-580-122-w,2014-580-122,10,0,122,78,60,29,21,1,2
2014-580-123-w,2014-580-123,10,4,129,67,52,27,18,9,12
2014-580-124-w,2014-580-124,17,5,170,98,71,36,25,3,7
2014-580-125-w,2014-580-125,3,1,86,56,41,22,15,1,2
2014-580-126-w,2014-580-126,18,4,145,88,72,32,23,1,1
2014-580-127-w,2014-580-127,19,2,96,53,46,22,18,4,6
2014-520-1-w,2014-520-1,1,0,52,30,26,15,10,1,1
2014-520-2-w,2014-520-2,4,5,90,42,33,28,15,3,5
2014-520-3-w,2014-520-3,14,7,107,67,62,21,21,1,3
2014-520-4-w,2014-520-4,1,1,69,42,32,18,13,1,2
2014-520-5-w,2014-520-5,1,0,10,4,3,5,2,0,0
2014-520-6-w,2014-520-6,5,3,180,88,56,58,26,11,16
2014-520-7-w,2014-520-7,2,1,77,45,39,19,13,2,2
2014-520-8-w,2014-520-8,2,0,21,11,8,5,3,0,1
2014-520-9-w,2014-520-9,22,2,95,60,53,23,17,1,1
2014-520-10-w,2014-520-10,14,9,137,77,61,30,24,2,6
2014-520-11-w,2014-520-11,3,1,141,105,57,20,23,11,20
2014-520-12-w,2014-520-12,11,5,83,51,45,19,16,1,2
2014-520-13-w,2014-520-13,8,1,85,46,33,26,15,1,3
2014-520-14-w,2014-520-14,0,3,79,60,39,9,13,8,12
2014-520-15-w,2014-520-15,3,2,99,68,47,18,14,5,6
2014-520-16-w,2014-520-16,1,1,77,48,33,22,13,1,2
2014-520-17-w,2014-520-17,2,5,113,56,42,29,18,4,7
2014-520-18-w,2014-520-18,6,1,62,38,29,18,11,0,0
2014-520-19-w,2014-520-19,3,4,103,69,46,19,14,4,6
2014-520-20-w,2014-520-20,8,1,115,71,52,26,16,6,7
2014-520-21-w,2014-520-21,10,4,114,69,47,24,18,8,12
2014-520-22-w,2014-520-22,8,1,81,47,38,22,14,4,4
2014-520-23-w,2014-520-23,15,3,121,65,47,33,22,3,7
2014-520-24-w,2014-520-24,7,4,81,46,36,16,13,0,2
2014-520-25-w,2014-520-25,6,0,78,45,38,18,14,0,1
2014-520-26-w,2014-520-26,1,1,131,104,72,8,17,11,13
2014-520-27-w,2014-520-27,5,1,63,44,37,9,12,0,1
2014-520-28-w,2014-520-28,3,3,109,83,61,19,16,5,6
2014-520-29-w,2014-520-29,5,1,85,61,44,15,14,1,2
2014-520-30-w,2014-520-30,9,2,105,71,55,19,18,3,5
2014-520-31-w,2014-520-31,5,0,153,87,61,34,23,6,10
2014-520-32-w,2014-520-32,5,3,127,65,40,33,18,5,10
2014-520-33-w,2014-520-33,15,4,93,56,45,20,15,5,6
2014-520-34-w,2014-520-34,7,3,145,94,63,32,22,2,6
2014-520-35-w,2014-520-35,9,4,98,45,37,27,16,3,6
2014-520-36-w,2014-520-36,1,0,99,72,48,20,15,6,7
2014-520-37-w,2014-520-37,3,3,115,72,51,24,19,7,10
2014-520-38-w,2014-520-38,2,0,13,9,7,3,2,0,0
2014-520-39-w,2014-520-39,6,3,156,100,65,24,21,13,19
2014-520-40-w,2014-520-40,23,3,110,67,56,28,18,2,2
2014-520-41-w,2014-520-41,8,5,146,91,59,23,21,8,15
2014-520-42-w,2014-520-42,4,7,159,106,69,29,24,8,13
2014-520-43-w,2014-520-43,5,1,197,127,89,38,33,13,19
2014-520-44-w,2014-520-44,11,6,117,63,50,32,20,5,8
2014-520-45-w,2014-520-45,6,3,82,46,38,24,14,4,4
2014-520-46-w,2014-520-46,24,3,109,71,59,17,15,10,10
2014-520-47-w,2014-520-47,0,3,97,67,38,16,15,4,10
2014-520-48-w,2014-520-48,7,1,61,44,39,13,13,0,0
2014-520-49-w,2014-520-49,27,8,107,63,57,17,16,6,8
2014-520-50-w,2014-520-50,4,3,103,69,54,18,16,0,1
2014-520-51-w,2014-520-51,10,2,117,78,55,24,19,1,3
2014-520-52-w,2014-520-52,6,2,67,36,31,16,11,2,2
2014-520-53-w,2014-520-53,10,2,97,57,48,20,15,6,7
2014-520-54-w,2014-520-54,1,0,11,10,9,1,2,0,0
2014-520-55-w,2014-520-55,10,1,97,61,46,22,15,4,4
2014-520-56-w,2014-520-56,3,3,95,50,37,26,14,3,5
2014-520-57-w,2014-520-57,9,3,91,59,49,18,16,0,2
2014-520-58-w,2014-520-58,3,7,145,86,55,27,22,11,19
2014-520-59-w,2014-520-59,9,11,183,111,90,32,27,9,11
2014-520-60-w,2014-520-60,15,13,118,69,57,23,20,2,4
2014-520-61-w,2014-520-61,16,1,91,59,47,18,14,8,9
2014-520-62-w,2014-520-62,7,2,122,84,62,24,18,3,4
2014-520-63-w,2014-520-63,10,3,74,49,39,16,14,2,3
2014-520-64-w,2014-520-64,9,3,83,58,38,14,13,7,10
2014-520-65-w,2014-520-65,0,0,79,54,36,17,13,2,4
2014-520-66-w,2014-520-66,7,9,120,71,47,30,19,9,12
2014-520-67-w,2014-520-67,8,0,78,46,36,23,15,3,4
2014-520-68-w,2014-520-68,8,1,74,40,31,23,14,6,8
2014-520-69-w,2014-520-69,24,1,81,62,55,10,16,0,0
2014-520-70-w,2014-520-70,7,1,74,54,40,9,13,2,4
2014-520-71-w,2014-520-71,5,4,86,44,34,23,14,4,6
2014-520-72-w,2014-520-72,2,3,87,57,44,17,13,4,4
2014-520-73-w,2014-520-73,6,2,126,78,54,22,18,11,15
2014-520-74-w,2014-520-74,3,4,97,60,44,23,16,4,6
2014-520-75-w,2014-520-75,8,10,110,65,45,21,15,12,16
2014-520-76-w,2014-520-76,4,2,101,66,50,19,16,4,5
2014-520-77-w,2014-520-77,2,6,123,78,58,19,16,9,11
2014-520-78-w,2014-520-78,15,4,142,92,69,29,26,5,10
2014-520-79-w,2014-520-79,4,2,78,45,37,19,14,3,5
2014-520-80-w,2014-520-80,9,1,75,43,31,21,12,5,6
2014-520-81-w,2014-520-81,5,3,122,72,60,31,21,2,3
2014-520-82-w,2014-520-82,3,1,92,73,49,10,15,1,4
2014-520-83-w,2014-520-83,2,0,70,49,40,15,13,1,1
2014-520-84-w,2014-520-84,35,2,165,118,95,22,23,10,11
2014-520-85-w,2014-520-85,7,1,108,58,40,27,17,5,9
2014-520-86-w,2014-520-86,9,3,65,33,28,25,13,1,1
2014-520-87-w,2014-520-87,11,2,83,57,44,17,14,5,6
2014-520-88-w,2014-520-88,9,2,81,51,42,17,15,1,2
2014-520-89-w,2014-520-89,20,2,86,49,40,22,14,5,7
2014-520-90-w,2014-520-90,1,2,72,41,31,18,12,2,3
2014-520-91-w,2014-520-91,5,1,137,88,59,22,20,4,9
2014-520-92-w,2014-520-92,5,3,143,86,53,31,21,9,14
2014-520-93-w,2014-520-93,13,2,81,58,48,8,14,3,4
2014-520-94-w,2014-520-94,6,9,99,62,49,17,17,8,13
2014-520-95-w,2014-520-95,19,3,101,59,48,22,17,3,4
2014-520-96-w,2014-520-96,2,1,69,42,32,17,13,2,4
2014-520-97-w,2014-520-97,0,1,83,60,42,15,14,6,8
2014-520-98-w,2014-520-98,3,1,98,50,39,28,15,8,9
2014-520-99-w,2014-520-99,7,0,26,19,16,5,5,0,0
2014-520-100-w,2014-520-100,4,5,106,66,48,21,15,4,6
2014-520-101-w,2014-520-101,10,9,146,85,66,28,24,7,11
2014-520-102-w,2014-520-102,5,5,149,116,63,17,22,15,24
2014-520-103-w,2014-520-103,2,0,79,65,44,9,13,7,9
2014-520-104-w,2014-520-104,10,8,174,84,61,43,29,4,12
2014-520-105-w,2014-520-105,12,2,112,60,47,27,19,2,6
2014-520-106-w,2014-520-106,17,4,179,124,95,35,24,13,13
2014-520-107-w,2014-520-107,19,5,75,47,44,17,15,1,1
2014-520-108-w,2014-520-108,15,1,120,81,65,27,21,2,2
2014-520-109-w,2014-520-109,19,7,152,94,70,24,24,10,15
2014-520-110-w,2014-520-110,6,5,160,93,63,32,22,16,22
2014-520-111-w,2014-520-111,4,0,83,45,34,23,15,1,3
2014-520-112-w,2014-520-112,5,3,138,90,62,26,20,8,11
2014-520-113-w,2014-520-113,0,1,59,37,30,14,11,3,4
2014-520-114-w,2014-520-114,2,4,123,89,66,16,19,5,7
2014-520-115-w,2014-520-115,4,6,77,45,34,18,13,2,4
2014-520-116-w,2014-520-116,4,3,112,69,52,24,17,4,6
2014-520-117-w,2014-520-117,11,1,83,53,44,19,15,2,2
2014-520-118-w,2014-520-118,13,4,154,93,65,37,26,2,7
2014-520-119-w,2014-520-119,6,2,98,62,49,17,14,2,2
2014-520-120-w,2014-520-120,1,1,66,44,31,17,12,1,2
2014-520-121-w,2014-520-121,1,1,102,63,43,22,16,11,14
2014-520-122-w,2014-520-122,1,2,135,84,55,31,20,9,13
2014-520-123-w,2014-520-123,10,1,79,47,38,19,14,2,3
2014-520-124-w,2014-520-124,4,1,98,67,50,23,17,1,2
2014-520-125-w,2014-520-125,2,2,59,45,41,8,12,0,0
2014-520-126-w,2014-520-126,9,1,111,74,59,16,18,5,7
2014-520-127-w,2014-520-127,3,4,120,84,61,18,19,6,9
2014-540-1-w,2014-540-1,7,0,62,41,33,15,12,0,0
2014-540-2-w,2014-540-2,10,2,68,49,44,12,14,0,0
2014-540-3-w,2014-540-3,8,1,98,54,44,30,16,1,1
2014-540-4-w,2014-540-4,12,2,134,84,70,28,22,4,5
2014-540-5-w,2014-540-5,2,1,73,46,34,18,12,3,3
2014-540-6-w,2014-540-6,7,3,72,44,38,16,13,0,0
2014-540-7-w,2014-540-7,25,6,130,81,70,26,21,8,9
2014-540-8-w,2014-540-8,20,6,127,79,59,28,22,4,7
2014-540-9-w,2014-540-9,22,8,113,70,64,19,18,0,1
2014-540-10-w,2014-540-10,11,1,66,49,40,11,13,1,2
2014-540-11-w,2014-540-11,23,5,117,72,55,28,20,6,9
2014-540-12-w,2014-540-12,11,2,113,74,56,22,19,6,8
2014-540-13-w,2014-540-13,27,3,107,66,57,23,19,3,4
2014-540-14-w,2014-540-14,7,4,88,54,45,17,14,5,6
2014-540-15-w,2014-540-15,11,1,68,49,40,13,14,1,2
2014-540-16-w,2014-540-16,22,3,112,72,54,30,19,3,3
2014-540-17-w,2014-540-17,8,1,78,55,47,14,15,2,2
2014-540-18-w,2014-540-18,4,4,80,51,41,15,13,6,7
2014-540-19-w,2014-540-19,18,0,182,135,99,23,27,11,14
2014-540-20-w,2014-540-20,3,1,135,100,73,23,22,8,9
2014-540-21-w,2014-540-21,23,3,98,69,59,12,15,8,8
2014-540-22-w,2014-540-22,12,2,84,53,39,21,15,3,6
2014-540-23-w,2014-540-23,19,5,92,56,44,19,17,3,6
2014-540-24-w,2014-540-24,9,7,157,94,66,27,24,11,17
2014-540-25-w,2014-540-25,4,3,83,51,42,21,14,4,4
2014-540-26-w,2014-540-26,14,4,146,90,62,31,20,9,12
2014-540-27-w,2014-540-27,13,4,92,66,52,13,14,5,5
2014-540-28-w,2014-540-28,14,1,105,78,63,19,18,0,0
2014-540-29-w,2014-540-29,22,5,162,97,70,36,24,6,9
2014-540-30-w,2014-540-30,13,5,127,77,59,27,21,2,5
2014-540-31-w,2014-540-31,19,0,132,83,65,23,20,3,5
2014-540-32-w,2014-540-32,10,3,116,88,62,13,16,9,11
2014-540-33-w,2014-540-33,18,2,80,51,44,16,14,0,0
2014-540-34-w,2014-540-34,9,5,134,94,70,21,22,12,15
2014-540-35-w,2014-540-35,16,7,195,145,106,18,27,24,28
2014-540-36-w,2014-540-36,16,1,95,65,57,16,19,1,3
2014-540-37-w,2014-540-37,20,5,116,69,59,27,18,6,7
2014-540-38-w,2014-540-38,18,6,106,65,47,22,16,8,10
2014-540-39-w,2014-540-39,4,0,92,67,58,16,17,1,1
2014-540-40-w,2014-540-40,26,1,90,66,54,14,16,7,7
2014-540-41-w,2014-540-41,8,19,133,71,58,30,23,7,11
2014-540-42-w,2014-540-42,8,4,121,67,50,29,19,2,5
2014-540-43-w,2014-540-43,10,2,80,57,43,14,13,3,3
2014-540-44-w,2014-540-44,12,1,107,73,57,18,19,2,6
2014-540-45-w,2014-540-45,19,1,158,103,71,34,22,9,11
2014-540-46-w,2014-540-46,3,1,71,48,40,10,12,3,4
2014-540-47-w,2014-540-47,28,5,97,64,62,18,17,1,1
2014-540-48-w,2014-540-48,9,1,69,48,37,15,12,5,5
2014-540-49-w,2014-540-49,30,1,76,54,46,11,14,1,1
2014-540-50-w,2014-540-50,13,2,126,82,64,32,21,1,1
2014-540-51-w,2014-540-51,25,6,118,72,55,27,16,7,7
2014-540-52-w,2014-540-52,12,3,170,123,85,23,23,13,16
2014-540-53-w,2014-540-53,9,0,79,60,45,14,14,2,2
2014-540-54-w,2014-540-54,20,2,127,77,63,30,22,5,7
2014-540-55-w,2014-540-55,11,5,140,80,56,32,22,9,14
2014-540-56-w,2014-540-56,8,1,93,62,51,22,17,0,0
2014-540-57-w,2014-540-57,22,5,123,86,73,19,22,6,7
2014-540-58-w,2014-540-58,29,4,150,107,83,20,22,9,12
2014-540-59-w,2014-540-59,3,0,14,7,7,5,3,0,0
2014-540-60-w,2014-540-60,17,2,101,74,55,15,17,3,5
2014-540-61-w,2014-540-61,6,0,98,66,56,23,17,0,0
2014-540-62-w,2014-540-62,6,2,102,61,46,21,15,10,11
2014-540-63-w,2014-540-63,7,4,132,87,65,27,20,3,4
2014-540-64-w,2014-540-64,6,3,121,87,63,14,19,10,13
2014-540-65-w,2014-540-65,18,2,148,102,81,24,22,5,5
2014-540-66-w,2014-540-66,7,1,85,55,47,21,16,0,0
2014-540-67-w,2014-540-67,10,4,150,98,65,29,21,9,13
2014-540-68-w,2014-540-68,37,4,205,144,118,36,35,5,6
2014-540-69-w,2014-540-69,11,0,83,52,43,25,15,1,1
2014-540-70-w,2014-540-70,23,5,174,97,80,39,29,4,10
2014-540-71-w,2014-540-71,18,2,102,68,60,15,18,3,4
2014-540-72-w,2014-540-72,25,1,119,74,61,31,21,2,3
2014-540-73-w,2014-540-73,7,2,63,38,30,15,10,3,3
2014-540-74-w,2014-540-74,7,2,116,96,69,8,19,8,10
2014-540-75-w,2014-540-75,24,2,114,78,61,17,19,6,8
2014-540-76-w,2014-540-76,5,3,122,70,50,32,20,6,9
2014-540-77-w,2014-540-77,11,3,71,48,43,14,14,1,1
2014-540-78-w,2014-540-78,42,1,134,86,70,30,22,4,5
2014-540-79-w,2014-540-79,16,2,112,77,67,19,20,6,7
2014-540-80-w,2014-540-80,9,3,136,87,62,27,22,7,11
2014-540-81-w,2014-540-81,13,2,136,67,53,36,21,4,8
2014-540-82-w,2014-540-82,11,1,104,75,53,17,16,2,4
2014-540-83-w,2014-540-83,11,2,87,49,43,30,17,2,2
2014-540-84-w,2014-540-84,32,1,114,81,70,25,18,0,0
2014-540-85-w,2014-540-85,21,12,180,114,83,34,27,7,10
2014-540-86-w,2014-540-86,8,2,96,66,51,13,15,2,5
2014-540-87-w,2014-540-87,3,0,165,106,73,33,24,11,15
2014-540-88-w,2014-540-88,25,1,69,53,48,12,15,0,0
2014-540-89-w,2014-540-89,13,1,75,50,43,19,15,0,0
2014-540-90-w,2014-540-90,22,12,142,70,58,46,23,6,7
2014-540-91-w,2014-540-91,9,7,157,100,71,31,25,4,9
2014-540-92-w,2014-540-92,8,3,72,48,31,18,12,1,2
2014-540-93-w,2014-540-93,21,5,211,142,100,39,30,14,16
2014-540-94-w,2014-540-94,12,8,169,116,92,30,28,6,7
2014-540-95-w,2014-540-95,8,0,72,44,37,18,13,5,5
2014-540-96-w,2014-540-96,11,3,123,97,73,16,21,3,5
2014-540-97-w,2014-540-97,7,2,80,47,36,15,14,4,7
2014-540-98-w,2014-540-98,15,2,77,53,46,13,14,4,4
2014-540-99-w,2014-540-99,9,5,124,72,59,28,19,5,5
2014-540-100-w,2014-540-100,20,3,120,79,64,17,17,5,7
2014-540-101-w,2014-540-101,11,2,63,40,35,9,12,0,2
2014-540-102-w,2014-540-102,16,6,125,87,70,17,22,4,8
2014-540-103-w,2014-540-103,14,6,139,93,72,24,23,10,12
2014-540-104-w,2014-540-104,8,6,105,62,51,26,16,9,9
2014-540-105-w,2014-540-105,12,1,72,41,34,23,14,3,3
2014-540-106-w,2014-540-106,34,2,143,92,79,36,24,2,2
2014-540-107-w,2014-540-107,15,3,143,103,83,22,25,1,3
2014-540-108-w,2014-540-108,8,1,73,50,42,12,13,2,2
2014-540-109-w,2014-540-109,30,0,83,56,53,21,16,0,0
2014-540-110-w,2014-540-110,12,4,147,89,75,30,25,6,8
2014-540-111-w,2014-540-111,26,1,106,77,63,14,19,0,1
2014-540-112-w,2014-540-112,9,0,93,62,48,24,17,2,2
2014-540-113-w,2014-540-113,14,0,96,68,55,19,16,2,2
2014-540-114-w,2014-540-114,33,3,108,69,61,17,16,4,4
2014-540-115-w,2014-540-115,11,2,93,68,55,11,15,2,3
2014-540-116-w,2014-540-116,10,3,97,66,52,19,15,3,3
2014-540-117-w,2014-540-117,31,2,95,63,56,25,17,0,0
2014-540-118-w,2014-540-118,11,0,75,42,37,24,14,1,1
2014-540-119-w,2014-540-119,35,2,114,75,64,23,20,6,7
2014-540-120-w,2014-540-120,37,4,144,98,81,25,23,2,3
2014-540-121-w,2014-540-121,10,3,132,92,68,23,22,2,4
2014-540-122-w,2014-540-122,10,3,91,57,44,20,14,1,2
2014-540-123-w,2014-540-123,10,1,119,77,61,29,20,3,4
2014-540-124-w,2014-540-124,39,2,111,78,69,22,21,0,1
2014-540-125-w,2014-540-125,17,2,145,102,74,24,21,8,11
2014-540-126-w,2014-540-126,6,1,80,52,42,19,15,1,1
2014-540-127-w,2014-540-127,13,3,174,108,79,43,28,4,7
2014-560-1-w,2014-560-1,7,3,76,47,36,18,13,4,6
2014-560-2-w,2014-560-2,19,8,186,106,81,49,28,12,14
2014-560-3-w,2014-560-3,30,5,140,82,67,30,24,8,11
2014-560-4-w,2014-560-4,10,5,82,42,34,22,13,2,3
2014-560-5-w,2014-560-5,16,7,81,40,36,26,15,1,2
2014-560-6-w,2014-560-6,5,0,93,71,50,12,16,3,5
2014-560-7-w,2014-560-7,14,6,164,96,74,29,24,14,19
2014-560-8-w,2014-560-8,26,0,85,59,51,22,16,0,0
2014-560-9-w,2014-560-9,21,5,131,72,54,34,20,11,13
2014-560-10-w,2014-560-10,16,3,124,83,61,21,19,2,4
2014-560-11-w,2014-560-11,9,6,114,69,49,25,20,2,7
2014-560-12-w,2014-560-12,14,15,168,86,64,29,27,11,20
2014-560-13-w,2014-560-13,9,11,141,95,63,22,23,11,18
2014-560-14-w,2014-560-14,5,1,130,80,52,29,20,8,13
2014-560-15-w,2014-560-15,7,2,68,44,36,16,13,0,0
2014-560-16-w,2014-560-16,8,9,157,96,58,31,21,12,19
2014-560-17-w,2014-560-17,9,7,100,47,38,31,16,2,4
2014-560-18-w,2014-560-18,11,6,94,54,44,24,15,7,7
2014-560-19-w,2014-560-19,7,3,100,73,56,10,16,6,9
2014-560-20-w,2014-560-20,10,10,149,83,57,33,21,5,10
2014-560-21-w,2014-560-21,26,8,150,102,73,24,22,4,8
2014-560-22-w,2014-560-22,3,5,101,66,47,17,13,16,17
2014-560-23-w,2014-560-23,8,5,111,67,57,25,22,1,4
2014-560-24-w,2014-560-24,3,3,105,78,53,15,15,9,10
2014-560-25-w,2014-560-25,7,7,89,44,34,25,13,8,9
2014-560-26-w,2014-560-26,3,4,65,43,38,11,13,1,2
2014-560-27-w,2014-560-27,10,9,123,66,53,19,16,13,16
2014-560-28-w,2014-560-28,8,1,28,19,17,7,6,0,0
