match_stats_id,match_id,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced
2022-560-158-w,2022-560-158,8,3,139,92,67,25,20,9,11
2022-560-159-w,2022-560-159,16,2,104,58,49,24,17,6,7
2022-560-160-w,2022-560-160,10,1,103,63,48,22,17,6,8
2022-560-161-w,2022-560-161,9,7,110,58,44,32,19,3,5
2022-560-162-w,2022-560-162,13,15,161,90,64,32,23,7,13
2022-560-163-w,2022-560-163,9,2,100,57,44,28,18,3,4
2022-560-164-w,2022-560-164,8,1,82,51,39,21,14,3,3
2022-560-165-w,2022-560-165,11,11,185,111,77,41,28,6,10
2022-560-166-w,2022-560-166,30,6,134,86,63,27,22,9,12
2022-560-167-w,2022-560-167,20,14,131,80,61,22,21,8,13
2022-560-168-w,2022-560-168,5,3,139,99,72,23,21,10,12
2022-560-169-w,2022-560-169,4,2,92,54,44,22,17,0,2
2022-560-170-w,2022-560-170,17,3,108,66,54,24,20,4,6
2022-560-171-w,2022-560-171,9,4,88,44,37,26,15,3,3
2022-560-172-w,2022-560-172,7,1,172,104,68,32,23,6,12
2022-560-173-w,2022-560-173,12,5,160,114,85,24,26,4,8
2022-560-174-w,2022-560-174,8,2,100,58,46,24,17,1,3
2022-560-175-w,2022-560-175,17,3,117,56,49,41,22,2,4
2022-560-176-w,2022-560-176,15,5,152,91,63,32,24,5,11
2022-560-177-w,2022-560-177,2,5,115,71,47,22,17,6,10
2022-560-178-w,2022-560-178,3,5,155,94,68,33,22,11,13
2022-560-179-w,2022-560-179,7,3,118,83,68,21,21,6,7
2022-560-180-w,2022-560-180,2,6,141,84,62,30,21,7,9
2022-560-181-w,2022-560-181,4,5,124,75,53,33,20,8,9
2022-560-182-w,2022-560-182,12,0,103,70,56,20,17,5,5
2022-560-183-w,2022-560-183,12,4,88,48,41,25,16,3,4
2022-560-184-w,2022-560-184,16,7,114,66,56,21,17,4,6
2022-560-185-w,2022-560-185,9,9,94,62,49,20,18,0,2
2022-560-186-w,2022-560-186,6,4,115,77,56,20,16,14,15
2022-560-187-w,2022-560-187,4,3,102,73,49,16,13,13,14
2022-560-188-w,2022-560-188,7,2,107,69,51,22,17,6,7
2022-560-189-w,2022-560-189,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-560-190-w,2022-560-190,11,13,111,65,56,22,19,3,5
2022-560-191-w,2022-560-191,12,5,84,47,39,16,13,1,2
2022-560-192-w,2022-560-192,1,9,157,102,73,26,19,16,18
2022-560-193-w,2022-560-193,15,6,126,65,51,34,20,8,10
2022-560-194-w,2022-560-194,9,10,132,74,56,24,19,6,10
2022-560-195-w,2022-560-195,4,2,87,53,36,16,17,4,10
2022-560-196-w,2022-560-196,12,5,92,59,42,18,13,8,9
2022-560-197-w,2022-560-197,21,5,86,61,47,14,13,7,7
2022-560-198-w,2022-560-198,8,1,106,71,56,20,18,3,4
2022-560-199-w,2022-560-199,14,3,88,56,47,11,15,4,8
2022-560-200-w,2022-560-200,6,2,150,99,63,29,21,6,10
2022-560-201-w,2022-560-201,18,1,131,90,67,21,21,2,4
2022-560-202-w,2022-560-202,0,6,125,72,48,32,19,4,7
2022-560-203-w,2022-560-203,4,5,160,98,70,36,28,1,6
2022-560-204-w,2022-560-204,1,0,115,69,47,24,18,3,7
2022-560-205-w,2022-560-205,16,4,116,70,52,23,17,6,8
2022-560-206-w,2022-560-206,26,9,139,78,64,33,24,7,9
2022-560-207-w,2022-560-207,8,3,74,52,39,10,14,1,4
2022-560-208-w,2022-560-208,7,3,85,60,46,12,14,6,8
2022-560-209-w,2022-560-209,9,4,191,120,89,33,26,13,17
2022-560-210-w,2022-560-210,9,3,111,53,34,29,17,4,10
2022-560-211-w,2022-560-211,2,8,85,50,39,17,13,6,7
2022-560-212-w,2022-560-212,21,7,120,85,64,16,20,5,8
2022-560-213-w,2022-560-213,11,6,122,69,54,35,23,0,2
2022-560-214-w,2022-560-214,18,3,135,73,61,34,24,9,13
2022-560-215-w,2022-560-215,5,4,120,83,60,22,19,5,6
2022-560-216-w,2022-560-216,5,14,134,62,45,35,23,6,14
2022-560-217-w,2022-560-217,3,4,143,103,64,24,24,4,9
2022-560-218-w,2022-560-218,11,4,88,59,47,16,15,1,2
2022-560-219-w,2022-560-219,18,4,116,58,44,35,19,4,6
2022-560-220-w,2022-560-220,30,3,166,99,76,43,28,7,9
2022-560-221-w,2022-560-221,0,2,97,63,47,17,16,7,9
2022-560-222-w,2022-560-222,5,5,169,110,69,35,29,9,16
2022-560-223-w,2022-560-223,18,3,112,56,49,35,18,4,4
2022-560-224-w,2022-560-224,10,1,108,69,57,23,21,2,5
2022-560-225-w,2022-560-225,6,3,150,105,78,27,26,4,7
2022-560-226-w,2022-560-226,14,3,132,85,63,24,20,7,10
2023-580-100-w,2023-580-100,6,3,119,78,57,21,19,7,11
2023-580-101-w,2023-580-101,14,4,156,104,81,31,27,1,5
2023-580-102-w,2023-580-102,0,4,69,48,37,12,13,4,5
2023-580-103-w,2023-580-103,1,1,86,55,40,19,15,3,5
2023-580-104-w,2023-580-104,11,1,90,68,50,14,13,6,7
2023-580-105-w,2023-580-105,6,2,86,53,45,19,15,3,3
2023-580-106-w,2023-580-106,3,0,128,92,72,21,21,2,2
2023-580-107-w,2023-580-107,24,3,129,81,68,31,21,7,8
2023-580-108-w,2023-580-108,24,1,70,51,46,14,14,0,0
2023-580-109-w,2023-580-109,16,4,129,94,79,19,20,4,4
2023-580-110-w,2023-580-110,15,3,122,77,56,26,19,5,7
2023-580-111-w,2023-580-111,16,7,111,62,51,25,19,3,5
2023-580-112-w,2023-580-112,16,5,105,61,46,25,17,10,13
2023-580-113-w,2023-580-113,10,4,72,47,40,13,13,0,0
2023-580-114-w,2023-580-114,9,3,171,116,90,30,27,4,5
2023-580-115-w,2023-580-115,9,4,73,51,40,13,11,6,6
2023-580-116-w,2023-580-116,17,6,95,61,51,17,16,7,9
2023-580-117-w,2023-580-117,15,6,191,121,90,33,25,12,15
2023-580-118-w,2023-580-118,13,3,97,61,52,21,15,1,1
2023-580-119-w,2023-580-119,11,6,168,111,71,28,20,17,21
2023-580-120-w,2023-580-120,17,5,173,106,80,30,25,7,11
2023-580-121-w,2023-580-121,9,4,162,95,66,32,25,13,20
2023-580-122-w,2023-580-122,10,1,104,71,56,19,19,2,4
2023-580-123-w,2023-580-123,6,2,82,54,44,12,12,5,6
2023-580-124-w,2023-580-124,6,2,96,67,47,13,14,5,8
2023-580-125-w,2023-580-125,5,3,113,85,68,10,15,6,6
2023-580-126-w,2023-580-126,42,5,155,109,83,25,25,3,4
2023-580-127-w,2023-580-127,7,3,83,54,43,17,14,6,7
2023-580-128-w,2023-580-128,6,3,95,64,48,16,15,4,5
2023-580-129-w,2023-580-129,2,3,168,128,82,22,26,5,10
2023-580-130-w,2023-580-130,7,4,154,90,52,37,25,7,16
2023-580-131-w,2023-580-131,13,7,130,78,59,26,20,1,5
2023-580-132-w,2023-580-132,7,3,88,59,48,13,14,2,2
2023-580-133-w,2023-580-133,10,4,140,95,70,26,21,6,8
2023-580-134-w,2023-580-134,7,14,157,96,65,26,18,21,26
2023-580-135-w,2023-580-135,5,6,109,70,52,24,20,3,6
2023-580-136-w,2023-580-136,12,2,116,72,58,22,21,4,7
2023-580-137-w,2023-580-137,12,3,84,53,42,17,14,3,4
2023-580-138-w,2023-580-138,34,11,120,77,65,27,21,3,4
2023-580-139-w,2023-580-139,11,4,83,56,40,14,14,6,8
2023-580-140-w,2023-580-140,15,3,93,59,53,22,16,2,2
2023-580-141-w,2023-580-141,15,3,149,88,65,34,21,12,15
2023-580-142-w,2023-580-142,14,4,119,76,70,24,20,3,3
2023-580-143-w,2023-580-143,8,1,63,35,30,20,13,1,1
2023-580-144-w,2023-580-144,15,4,86,57,49,20,16,1,1
2023-580-145-w,2023-580-145,7,1,102,58,39,24,17,5,9
2023-580-146-w,2023-580-146,4,1,80,47,37,18,14,2,4
2023-580-147-w,2023-580-147,9,1,70,45,39,16,13,3,3
2023-580-148-w,2023-580-148,32,2,101,67,56,20,20,2,4
2023-580-149-w,2023-580-149,31,4,174,114,95,31,27,9,10
2023-580-150-w,2023-580-150,18,8,143,81,66,36,24,5,8
2023-580-151-w,2023-580-151,21,0,81,58,49,19,16,0,0
2023-580-152-w,2023-580-152,8,4,152,103,70,29,22,14,16
2023-580-153-w,2023-580-153,17,5,130,89,65,22,20,9,11
2023-580-154-w,2023-580-154,9,6,142,82,57,31,24,3,9
2023-580-155-w,2023-580-155,21,5,145,107,89,16,26,3,7
2023-580-156-w,2023-580-156,10,2,172,120,86,35,26,4,5
2023-580-157-w,2023-580-157,14,1,64,49,42,7,12,2,2
2023-580-158-w,2023-580-158,4,2,143,96,65,25,22,4,8
2023-580-159-w,2023-580-159,6,4,77,50,39,17,13,4,4
2023-580-160-w,2023-580-160,7,3,138,96,69,26,23,4,6
2023-580-161-w,2023-580-161,20,1,79,54,45,15,14,2,3
2023-580-162-w,2023-580-162,9,2,103,68,52,20,17,4,5
2023-580-163-w,2023-580-163,11,3,133,87,60,33,21,3,4
2023-580-164-w,2023-580-164,14,2,95,63,43,20,16,2,4
2023-580-165-w,2023-580-165,2,1,77,51,33,20,14,1,3
2023-580-166-w,2023-580-166,15,2,117,81,64,18,20,3,5
2023-580-167-w,2023-580-167,20,1,78,50,39,18,14,4,4
2023-580-168-w,2023-580-168,9,6,151,99,78,16,24,5,10
2023-580-169-w,2023-580-169,9,9,99,55,43,23,17,5,8
2023-580-170-w,2023-580-170,10,2,119,71,49,27,15,15,17
2023-580-171-w,2023-580-171,10,3,98,67,50,10,14,4,7
2023-580-172-w,2023-580-172,6,1,71,47,37,16,12,5,5
2023-580-173-w,2023-580-173,9,2,96,69,51,15,15,3,4
2023-580-174-w,2023-580-174,3,2,122,79,62,24,20,8,9
2023-580-175-w,2023-580-175,6,3,68,42,37,16,13,0,0
2023-580-176-w,2023-580-176,17,3,136,89,59,27,20,9,14
2023-580-177-w,2023-580-177,4,2,111,77,55,16,19,3,6
2023-580-178-w,2023-580-178,2,5,111,71,53,17,20,3,7
2023-580-179-w,2023-580-179,23,5,110,70,61,21,22,2,5
2023-580-180-w,2023-580-180,16,3,138,94,72,21,20,8,9
2023-580-181-w,2023-580-181,8,0,71,44,36,17,14,1,2
2023-580-182-w,2023-580-182,18,2,123,82,62,21,19,6,7
2023-580-183-w,2023-580-183,10,5,92,61,52,15,16,1,2
2023-580-184-w,2023-580-184,15,2,176,117,89,33,26,15,18
2023-580-185-w,2023-580-185,3,5,122,68,49,30,20,2,6
2023-580-186-w,2023-580-186,9,2,62,37,32,16,12,0,0
2023-580-187-w,2023-580-187,9,6,106,64,54,24,17,1,1
2023-580-188-w,2023-580-188,19,8,163,106,92,31,27,1,2
2023-580-189-w,2023-580-189,8,6,104,60,49,31,18,0,1
2023-580-190-w,2023-580-190,16,1,72,52,44,12,14,0,0
2023-580-191-w,2023-580-191,13,7,135,84,55,27,20,7,10
2023-580-192-w,2023-580-192,10,3,183,120,86,33,28,10,14
2023-580-193-w,2023-580-193,10,2,133,95,64,23,22,4,8
2023-580-194-w,2023-580-194,18,2,158,109,79,21,24,5,10
2023-580-195-w,2023-580-195,2,2,143,81,51,36,21,8,12
2023-580-196-w,2023-580-196,3,4,95,60,43,18,15,4,6
2023-580-197-w,2023-580-197,20,4,157,100,70,31,20,11,14
2023-580-198-w,2023-580-198,16,6,158,104,80,17,24,12,19
2023-580-199-w,2023-580-199,3,5,118,74,53,19,17,2,6
2023-580-200-w,2023-580-200,7,5,84,54,44,20,15,1,1
2023-580-201-w,2023-580-201,6,5,135,80,57,25,21,7,12
2023-580-202-w,2023-580-202,8,2,137,84,63,33,24,7,10
2023-580-203-w,2023-580-203,9,5,93,60,51,15,17,4,6
2023-580-204-w,2023-580-204,10,1,81,51,41,20,14,4,4
2023-580-205-w,2023-580-205,5,2,91,61,50,15,15,2,3
2023-580-206-w,2023-580-206,8,4,74,39,31,20,14,3,6
2023-580-207-w,2023-580-207,11,2,112,81,60,13,16,5,8
2023-580-208-w,2023-580-208,12,3,92,60,52,21,16,4,4
2023-580-209-w,2023-580-209,10,3,82,48,36,21,13,4,5
2023-580-210-w,2023-580-210,5,1,108,80,63,19,19,0,2
2023-580-211-w,2023-580-211,7,2,78,46,37,19,13,4,4
2023-580-212-w,2023-580-212,15,2,78,46,43,14,12,3,4
2023-580-213-w,2023-580-213,8,5,149,87,65,33,23,7,10
2023-580-214-w,2023-580-214,12,3,169,121,81,26,24,22,26
2023-580-215-w,2023-580-215,9,3,125,86,71,25,22,2,3
2023-580-216-w,2023-580-216,22,4,162,105,77,27,25,12,17
2023-580-217-w,2023-580-217,4,3,68,44,33,16,12,0,0
2023-580-218-w,2023-580-218,23,1,158,107,88,35,26,2,2
2023-580-219-w,2023-580-219,11,1,126,76,54,28,19,8,10
2023-580-220-w,2023-580-220,12,0,75,50,40,13,12,2,3
2023-580-221-w,2023-580-221,9,2,100,66,53,22,16,8,8
2023-580-222-w,2023-580-222,14,5,88,56,45,16,13,5,5
2023-580-223-w,2023-580-223,7,3,117,77,66,27,22,2,4
2023-580-224-w,2023-580-224,18,5,129,82,69,25,22,1,4
2023-580-225-w,2023-580-225,12,5,91,53,40,21,14,7,9
2023-580-226-w,2023-580-226,7,3,100,66,54,21,17,2,3
2023-520-100-w,2023-520-100,3,2,74,45,31,21,13,3,4
2023-520-101-w,2023-520-101,5,1,70,42,31,20,12,3,4
2023-520-102-w,2023-520-102,7,1,101,56,41,23,16,10,13
2023-520-103-w,2023-520-103,6,15,149,86,64,34,25,8,11
2023-520-104-w,2023-520-104,5,1,75,43,34,21,15,0,2
2023-520-105-w,2023-520-105,6,6,137,70,49,32,20,13,19
2023-520-106-w,2023-520-106,1,5,93,53,41,23,14,6,6
2023-520-107-w,2023-520-107,5,3,155,122,77,19,24,13,19
2023-520-108-w,2023-520-108,4,5,86,54,39,13,14,5,9
2023-520-109-w,2023-520-109,5,5,137,92,60,23,21,7,12
2023-520-110-w,2023-520-110,8,12,108,56,41,30,15,7,9
2023-520-111-w,2023-520-111,6,4,110,75,46,18,16,3,7
2023-520-112-w,2023-520-112,2,3,144,106,64,19,21,6,13
2023-520-113-w,2023-520-113,5,9,167,98,77,43,28,4,8
2023-520-114-w,2023-520-114,0,4,93,62,40,14,15,2,6
2023-520-115-w,2023-520-115,12,4,120,86,71,19,22,4,7
2023-520-116-w,2023-520-116,10,1,81,45,37,23,15,3,5
2023-520-117-w,2023-520-117,6,5,107,75,61,18,19,3,5
2023-520-118-w,2023-520-118,1,1,65,38,27,21,11,4,4
2023-520-119-w,2023-520-119,1,4,114,80,55,13,17,6,10
2023-520-120-w,2023-520-120,0,2,72,32,26,24,13,3,5
2023-520-121-w,2023-520-121,5,4,116,65,47,30,21,6,10
2023-520-122-w,2023-520-122,11,5,132,74,51,29,22,6,13
2023-520-123-w,2023-520-123,13,5,148,85,64,31,25,8,14
2023-520-124-w,2023-520-124,15,2,128,84,55,19,20,5,12
2023-520-125-w,2023-520-125,2,7,100,69,47,13,17,4,9
2023-520-126-w,2023-520-126,14,4,192,108,75,45,26,10,15
2023-520-127-w,2023-520-127,10,4,84,53,42,16,15,2,4
2023-520-128-w,2023-520-128,4,0,98,60,41,22,18,4,8
2023-520-129-w,2023-520-129,10,1,83,49,40,17,13,5,5
2023-520-130-w,2023-520-130,5,5,107,67,52,25,18,4,5
2023-520-131-w,2023-520-131,7,1,104,59,44,28,18,5,8
2023-520-132-w,2023-520-132,2,9,118,78,59,18,19,2,5
2023-520-133-w,2023-520-133,6,7,166,108,69,20,24,11,20
2023-520-134-w,2023-520-134,1,4,177,129,92,26,26,9,12
2023-520-135-w,2023-520-135,15,9,228,128,89,45,28,18,26
2023-520-136-w,2023-520-136,2,5,108,76,46,17,16,6,11
2023-520-137-w,2023-520-137,13,4,184,124,89,29,27,8,11
2023-520-138-w,2023-520-138,11,10,111,56,40,21,18,6,13
2023-520-139-w,2023-520-139,14,2,57,47,41,3,11,0,0
2023-520-140-w,2023-520-140,1,2,96,65,47,18,14,6,7
2023-520-141-w,2023-520-141,11,2,86,53,42,21,14,6,6
2023-520-142-w,2023-520-142,4,4,71,45,34,15,13,0,2
2023-520-143-w,2023-520-143,7,4,147,97,65,25,22,5,10
2023-520-144-w,2023-520-144,1,1,136,93,54,27,19,15,19
2023-520-145-w,2023-520-145,1,2,46,28,20,7,6,0,1
2023-520-146-w,2023-520-146,8,4,152,86,56,44,24,7,10
2023-520-147-w,2023-520-147,4,2,71,44,31,14,13,0,3
2023-520-148-w,2023-520-148,5,2,70,40,33,18,12,2,2
2023-520-149-w,2023-520-149,7,3,80,57,44,17,15,1,1
2023-520-150-w,2023-520-150,15,5,174,108,77,34,25,9,14
2023-520-151-w,2023-520-151,10,3,85,54,42,13,12,4,5
2023-520-152-w,2023-520-152,10,7,117,81,59,20,16,7,8
2023-520-153-w,2023-520-153,6,2,104,72,45,18,15,3,7
2023-520-154-w,2023-520-154,7,4,113,70,55,26,19,4,5
2023-520-155-w,2023-520-155,15,2,103,56,46,23,14,6,6
2023-520-156-w,2023-520-156,11,2,135,75,54,30,21,8,13
2023-520-157-w,2023-520-157,6,7,142,93,68,18,24,6,12
2023-520-158-w,2023-520-158,0,0,36,24,18,6,6,2,3
2023-520-159-w,2023-520-159,6,3,108,63,40,27,17,9,13
2023-520-160-w,2023-520-160,1,4,120,77,44,24,22,2,10
2023-520-161-w,2023-520-161,7,1,116,75,54,25,20,6,9
2023-520-162-w,2023-520-162,4,5,187,130,94,32,27,9,13
2023-520-163-w,2023-520-163,2,6,165,99,66,35,26,6,13
2023-520-164-w,2023-520-164,2,2,86,62,45,15,16,1,3
2023-520-165-w,2023-520-165,2,5,104,61,43,27,17,0,1
2023-520-166-w,2023-520-166,1,0,62,37,27,20,11,3,3
2023-520-167-w,2023-520-167,2,0,77,56,41,12,13,6,8
2023-520-168-w,2023-520-168,3,5,100,61,35,23,15,1,5
2023-520-169-w,2023-520-169,7,7,103,53,45,23,15,3,6
2023-520-170-w,2023-520-170,0,2,97,60,36,24,16,5,9
2023-520-171-w,2023-520-171,6,5,91,60,46,14,14,1,3
2023-520-172-w,2023-520-172,2,3,99,64,39,21,9,9,12
2023-520-173-w,2023-520-173,3,2,87,57,45,19,15,0,1
2023-520-174-w,2023-520-174,8,1,152,81,57,33,20,10,15
2023-520-175-w,2023-520-175,15,3,180,105,84,41,28,4,7
2023-520-176-w,2023-520-176,6,2,81,53,42,18,14,1,1
2023-520-177-w,2023-520-177,12,8,184,112,88,31,25,11,14
2023-520-178-w,2023-520-178,3,3,95,64,51,18,15,6,7
2023-520-179-w,2023-520-179,6,5,113,70,51,22,18,3,5
2023-520-180-w,2023-520-180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-520-181-w,2023-520-181,5,2,137,99,65,21,22,4,10
2023-520-182-w,2023-520-182,8,5,108,77,54,13,14,10,12
2023-520-183-w,2023-520-183,8,1,100,47,36,36,19,1,4
2023-520-184-w,2023-520-184,5,4,140,89,63,26,19,13,15
2023-520-185-w,2023-520-185,6,0,73,41,38,16,12,4,4
2023-520-186-w,2023-520-186,5,3,105,68,48,21,16,5,7
2023-520-187-w,2023-520-187,2,2,120,66,43,40,20,6,8
2023-520-188-w,2023-520-188,10,6,204,142,98,27,26,15,21
2023-520-189-w,2023-520-189,5,1,107,56,38,29,16,5,9
2023-520-190-w,2023-520-190,6,3,80,48,37,21,12,8,8
2023-520-191-w,2023-520-191,10,2,103,60,50,23,19,5,8
2023-520-192-w,2023-520-192,1,2,157,79,57,44,24,9,13
2023-520-193-w,2023-520-193,3,3,102,63,46,25,16,7,9
2023-520-194-w,2023-520-194,2,5,123,72,50,32,20,5,8
2023-520-195-w,2023-520-195,8,9,124,64,43,35,19,9,12
2023-520-196-w,2023-520-196,0,1,80,58,38,15,13,4,6
2023-520-197-w,2023-520-197,2,2,78,48,40,14,13,2,3
2023-520-198-w,2023-520-198,5,3,149,89,54,24,25,7,19
2023-520-199-w,2023-520-199,6,1,84,52,36,21,13,4,5
2023-520-200-w,2023-520-200,1,6,114,74,48,16,16,3,8
2023-520-201-w,2023-520-201,7,1,146,87,61,41,24,4,7
2023-520-202-w,2023-520-202,5,3,120,77,50,29,19,4,7
2023-520-203-w,2023-520-203,8,5,157,105,76,24,25,5,11
2023-520-204-w,2023-520-204,4,4,78,57,40,10,13,5,8
2023-520-205-w,2023-520-205,1,4,134,110,71,12,20,11,15
2023-520-206-w,2023-520-206,15,3,112,77,65,20,20,1,2
2023-520-207-w,2023-520-207,6,3,116,85,60,15,19,7,10
2023-520-208-w,2023-520-208,4,5,78,40,30,21,13,5,7
2023-520-209-w,2023-520-209,13,10,144,93,66,25,21,5,10
2023-520-210-w,2023-520-210,4,1,94,55,45,20,15,5,7
2023-520-211-w,2023-520-211,2,3,149,105,68,21,22,3,8
2023-520-212-w,2023-520-212,6,3,77,56,43,10,13,5,7
2023-520-213-w,2023-520-213,3,3,83,59,45,13,14,2,3
2023-520-214-w,2023-520-214,7,3,70,56,47,5,13,2,3
2023-520-215-w,2023-520-215,12,1,132,76,57,28,19,10,14
2023-520-216-w,2023-520-216,8,10,173,102,67,39,25,13,20
2023-520-217-w,2023-520-217,10,5,126,80,57,23,18,14,17
2023-520-218-w,2023-520-218,4,7,92,60,47,11,13,14,16
2023-520-219-w,2023-520-219,12,0,85,79,57,4,13,4,5
2023-520-220-w,2023-520-220,6,1,75,58,46,11,13,1,2
2023-520-221-w,2023-520-221,11,5,132,78,60,32,20,8,10
2023-520-222-w,2023-520-222,5,5,110,69,50,24,17,6,7
2023-520-223-w,2023-520-223,7,9,116,78,59,15,19,6,9
2023-520-224-w,2023-520-224,8,3,125,88,63,16,18,10,12
2023-520-225-w,2023-520-225,5,1,89,55,39,18,13,8,9
2023-520-226-w,2023-520-226,11,1,101,74,59,17,17,3,4
2023-540-100-w,2023-540-100,10,2,73,45,38,17,13,3,4
2023-540-101-w,2023-540-101,6,7,141,93,58,24,20,13,18
2023-540-102-w,2023-540-102,11,5,157,104,69,26,23,10,14
2023-540-103-w,2023-540-103,14,1,85,60,52,13,17,0,1
2023-540-104-w,2023-540-104,20,3,111,76,60,22,19,4,4
2023-540-105-w,2023-540-105,22,8,194,126,99,37,31,5,7
2023-540-106-w,2023-540-106,17,1,134,83,70,32,22,2,2
2023-540-107-w,2023-540-107,14,3,124,67,51,38,22,3,6
2023-540-108-w,2023-540-108,14,4,117,73,48,24,17,7,11
2023-540-109-w,2023-540-109,17,6,144,86,68,30,24,10,14
2023-540-110-w,2023-540-110,7,2,111,72,55,25,18,8,9
2023-540-111-w,2023-540-111,8,4,63,34,29,17,11,4,4
2023-540-112-w,2023-540-112,2,1,96,69,47,19,15,5,7
2023-540-113-w,2023-540-113,13,6,152,105,73,25,25,6,11
2023-540-114-w,2023-540-114,2,5,128,70,53,34,22,5,7
2023-540-115-w,2023-540-115,7,2,86,57,46,20,16,5,5
2023-540-116-w,2023-540-116,7,3,87,56,44,15,15,2,4
2023-540-117-w,2023-540-117,9,5,80,51,39,16,13,3,4
2023-540-118-w,2023-540-118,16,1,99,64,55,19,17,6,7
2023-540-119-w,2023-540-119,8,7,93,50,36,25,14,2,3
2023-540-120-w,2023-540-120,11,8,123,76,60,22,20,6,8
2023-540-121-w,2023-540-121,4,2,89,70,50,15,15,2,2
2023-540-122-w,2023-540-122,28,2,125,88,77,20,22,2,2
2023-540-123-w,2023-540-123,6,4,92,45,34,28,14,4,5
2023-540-124-w,2023-540-124,8,2,115,74,57,17,18,5,8
2023-540-125-w,2023-540-125,28,4,117,89,76,12,22,1,2
2023-540-126-w,2023-540-126,10,4,136,92,68,21,21,4,7
2023-540-127-w,2023-540-127,23,11,146,99,75,25,20,10,11
2023-540-128-w,2023-540-128,22,2,133,96,76,20,24,2,4
2023-540-129-w,2023-540-129,15,5,158,106,83,37,26,5,7
2023-540-130-w,2023-540-130,5,0,73,46,35,16,11,2,2
2023-540-131-w,2023-540-131,13,3,153,100,82,38,27,2,3
2023-540-132-w,2023-540-132,7,0,58,40,33,16,12,2,2
2023-540-133-w,2023-540-133,2,4,96,71,50,8,13,6,8
2023-540-134-w,2023-540-134,11,3,115,75,59,21,21,2,5
2023-540-135-w,2023-540-135,23,5,134,77,60,35,20,5,5
2023-540-136-w,2023-540-136,11,4,87,52,41,17,14,6,8
2023-540-137-w,2023-540-137,21,11,114,69,58,18,17,3,5
2023-540-138-w,2023-540-138,5,1,75,54,44,13,14,0,0
2023-540-139-w,2023-540-139,15,3,144,101,72,25,25,9,13
2023-540-140-w,2023-540-140,7,2,160,115,80,25,24,14,17
2023-540-141-w,2023-540-141,15,1,100,68,53,18,16,7,8
2023-540-142-w,2023-540-142,12,3,103,69,46,20,17,8,11
2023-540-143-w,2023-540-143,17,9,170,110,81,33,27,5,9
2023-540-144-w,2023-540-144,13,7,105,60,51,22,19,4,7
2023-540-145-w,2023-540-145,11,0,155,95,66,38,22,8,10
2023-540-146-w,2023-540-146,6,2,85,44,32,24,14,5,8
2023-540-147-w,2023-540-147,6,7,107,66,52,25,19,6,8
2023-540-148-w,2023-540-148,6,1,94,69,53,12,16,4,6
2023-540-149-w,2023-540-149,11,8,135,74,55,34,20,8,10
2023-540-150-w,2023-540-150,7,1,134,97,70,23,22,6,8
2023-540-151-w,2023-540-151,6,4,85,52,44,24,17,1,2
2023-540-152-w,2023-540-152,24,11,124,78,70,19,21,3,4
2023-540-153-w,2023-540-153,11,4,108,59,47,32,18,4,4
2023-540-154-w,2023-540-154,17,6,136,83,73,28,23,6,7
2023-540-155-w,2023-540-155,12,4,146,104,85,22,25,3,5
2023-540-156-w,2023-540-156,5,4,88,59,47,15,14,3,4
2023-540-157-w,2023-540-157,5,9,139,99,67,20,20,9,12
2023-540-158-w,2023-540-158,8,2,128,88,57,24,20,6,11
2023-540-159-w,2023-540-159,15,1,80,54,45,15,14,4,4
2023-540-160-w,2023-540-160,10,3,205,140,100,31,28,17,21
2023-540-161-w,2023-540-161,6,3,109,71,53,19,17,9,11
2023-540-162-w,2023-540-162,16,2,137,85,59,32,25,4,9
2023-540-163-w,2023-540-163,13,3,90,57,44,20,15,2,3
2023-540-164-w,2023-540-164,5,3,109,70,53,23,16,6,6
2023-540-165-w,2023-540-165,30,2,137,92,72,25,22,8,9
2023-540-166-w,2023-540-166,13,4,100,68,57,19,19,4,5
2023-540-167-w,2023-540-167,13,5,89,57,50,17,15,3,3
2023-540-168-w,2023-540-168,23,5,105,63,56,19,16,4,4
2023-540-169-w,2023-540-169,11,5,96,61,49,16,15,4,6
2023-540-170-w,2023-540-170,6,5,117,78,56,20,17,6,8
2023-540-171-w,2023-540-171,8,11,111,66,50,20,17,8,11
2023-540-172-w,2023-540-172,7,4,98,64,49,17,15,4,6
2023-540-173-w,2023-540-173,11,8,145,89,69,26,21,5,8
2023-540-174-w,2023-540-174,6,0,68,50,37,14,12,2,2
2023-540-175-w,2023-540-175,13,4,125,74,62,28,23,1,3
2023-540-176-w,2023-540-176,21,3,105,74,56,21,19,0,2
2023-540-177-w,2023-540-177,11,2,87,54,45,20,16,3,4
2023-540-178-w,2023-540-178,10,1,161,103,78,27,20,9,11
2023-540-179-w,2023-540-179,17,1,171,118,94,30,28,0,1
2023-540-180-w,2023-540-180,15,1,83,47,38,21,14,4,5
2023-540-181-w,2023-540-181,14,2,71,43,35,20,13,0,0
2023-540-182-w,2023-540-182,12,2,116,76,62,21,21,0,2
2023-540-183-w,2023-540-183,9,7,145,97,66,25,22,6,10
2023-540-184-w,2023-540-184,5,0,143,112,73,18,22,8,12
2023-540-185-w,2023-540-185,5,8,106,63,50,20,18,5,9
